Symbol,CXSMILES,Monomer_Type,R1,R2,R3
X950,OC(=O)CC[C@H](NCC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X816,BrCCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X976,[*]N[C@@H](Sc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1085,[*]C(=O)[C@H]1N[C@H](C[N-][N+]#N)C[C@@H]1C[N-][N+]#N |$_R2;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X978,CC(C)C[C@H](N)CNCC([*])=O |$;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1057,NC(=N)N[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
Boc_Glu(OtBu),CC(C)(C)OC(=O)CC[C@H](NC(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
am_F,NN([*])[C@@H](Cc1ccccc1)C([*])=O |$;;_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1180,Oc1ccc(C[C@H](N[*])C([*])=O)cc1Cl |$;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X1090,[*]C(=O)[C@@H]1CC(=O)N(CC=C)C(=O)N1 |$_R2;;;;;;;;;;;;;$|,Backbone,-,OH,-
X1222,OC(=O)CC[C@H](NCCc1ccc(F)c(F)c1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1037,CC(C)N1C(=O)C[C@H](NC1=O)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1038,Nc1ccccc1-c1cn(nn1)[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X1172,CCC(CC)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1162,OC(=O)[C@@H](CC(F)F)N[*] |$;;;;;;;;;_R1$|,Backbone,H,-,-
Glu(OBzl),[*]N[C@@H](CCC(=O)OCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X790,CC(C)c1cc(O)cc(C(C)C)c1C[C@H](N)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X802,CSCC[C@H](NC(=O)NC(C)C)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X930,[*]N[C@@H]([C@H]1CCc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X805,Cn1cnc(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;_R1;;_R2;;$|,Backbone,H,OH,-
X1763,CN([*])[C@@H](CSCCN1CCOCC1)C([*])=O |$;;_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1764,C[C@@H](OC(C)=O)[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X487,[*]N[C@@H](Cc1ccco1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2028,COc1ccc(C[C@@H](N[*])C([*])=O)cc1OC |$;;;;;;;;;_R1;;_R2;;;;;$|,Backbone,H,OH,-
X1977,[*]N[C@@H](CC1CCCC1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2004,N[C@](CO)(CS[*])C([*])=O |$;;;;;;_R3;;_R2;$|,Backbone,-,OH,H
X2011,C[C@H](NC(=O)Nc1ccc(Cl)cc1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1958,[*]C(=O)[C@@H](CS[*])NCC1CCCCC1 |$_R2;;;;;;_R3;;;;;;;;$|,Backbone,-,OH,H
X1956,[*]N[C@H](S[*])C([*])=O |$_R1;;;;_R3;;_R2;$|,Backbone,H,OH,H
X2077,CC(C)=NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1947,CC(C)NCc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1988,Fc1ccc2[nH]cc(C[C@@H](N[*])C([*])=O)c2c1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X947,[*]N1CCc2ccccc2[C@@H]1C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1761,"COCCCC=C(C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:5.4,$;;;;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
X1789,C[N+](C)(C)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1866,[*]N[C@@H](CC(=O)Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1873,CC#CC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1805,OP(O)(=O)Oc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X518,[*]N(CCS[*])CC([*])=O |$_R1;;;;;_R3;;;_R2;$|,Backbone,H,OH,H
X1681,C[C@H]1C[C@@H](N([*])C1)C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X1783,CN(C)c1cccc2c(cccc12)S(=O)(=O)NCCOC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1786,OP(O)(=O)OCc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X30,"CC(C)N=C(NCCCC[C@@H](N[*])C([*])=O)NC#N |w:3.2,$;;;;;;;;;;;;_R1;;_R2;;;;$|",Backbone,H,OH,-
d2-Pal,[*]N[C@H](Cc1ccccn1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X141,[*]C(=O)[C@@H]1Cc2c[nH]c3cccc(CC(=O)N1)c23 |$_R2;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X134,OP(O)(=O)OC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X224,[*]N[C@H](CCCCC=C)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
Boc_dL,CC(C)C[C@@H](NC(=O)OC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X156,Nc1nnc([nH]1)-c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X225,OC(=O)CC[C@H](NCCc1ccc(Cl)c(Cl)c1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Thi,[*]N[C@@H](Cc1cccs1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X352,CCc1ccccc1-c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X23,[*]N[C@@H](Cc1cnc([nH]1)C1CCCCC1)C([*])=O |$_R1;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
Hpr,[*]N1CCCC[C@@H]1C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
X2379,N[C@@H](CCCC[C@H](N[*])C(O)=O)C([*])=O |$;;;;;;;;_R1;;;;;_R2;$|,Backbone,H,OH,-
X2471,OC(=O)C[C@H]1N([*])C[C@@H](Cc2ccccc2)NC1=O |$;;;;;;_R1;;;;;;;;;;;;$|,Backbone,H,-,-
X2638,CC(C)[C@H](NCc1cc(Cl)ccc1O)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2813,ClCCN(N=O)C(=O)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2669,Nc1nccc(CC[C@H](N[*])C([*])=O)n1 |$;;;;;;;;;;_R1;;_R2;;$|,Backbone,H,OH,-
X2803,COc1cc2CC[C@H](N[C@@H](C(C)C)C([*])=O)c3cc(=O)c(OC)ccc3-c2c(OC)c1OC |$;;;;;;;;;;;;;;_R2;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X2178,N[C@@H](Cc1ccc(cc1)-c1ccc(C[C@H](N)C([*])=O)cc1)C(O)=O |$;;;;;;;;;;;;;;;;;_R2;;;;;;$|,Backbone,-,OH,-
X2711,[*]C(=O)[C@H](Cc1cnc[nH]1)NC(=O)OCc1ccc(cc1)N(=O)=O |$_R2;;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X2884,CN(C)C(=NCC[C@@H](N[*])C([*])=O)N(C)C |$;;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X2834,COc1ccc(cc1)-c1ncc(C[C@H](N[*])C([*])=O)[nH]1 |$;;;;;;;;;;;;;;;_R1;;_R2;;$|,Backbone,H,OH,-
X2821,CN([*])[C@@H](CCN1CCCCC1)C([*])=O |$;;_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
Dab,[*]N[C@@H](CCN[*])C([*])=O |$_R1;;;;;;_R3;;_R2;$|,Backbone,H,OH,H
X2849,"[*]N[C@@H](CC1=CCC=CC1)C([*])=O |$_R1;;;;;;;;;;;_R2;$,c:7,t:4|",Backbone,H,OH,-
X2906,CC(C)(C)OC(=O)N[C@@H](COS(O)(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2430,[*]N[C@@H](Cc1ccc(cc1)-c1ccc(cc1)-c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2903,CC(=O)N([C@@H](Cc1ccc(F)cc1)C([*])=O)C(=O)CSc1ccccc1 |$;;;;;;;;;;;;;;_R2;;;;;;;;;;;$|,Backbone,-,OH,-
X2756,[*]C(=O)[C@@H](CC1CCCCC1)NS(=O)(=O)Cc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X2723,C[C@@H](O)[C@H](Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2779,CCOC(=O)C(=O)C(=O)[C@H](CC(C)C)N[*] |$;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2043,NC(=O)N[C@H](Cc1ccc(Cl)cc1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1999,CNc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X2089,[*]N1C[C@@H](C[C@H]1C([*])=O)OC(=O)N1CCc2ccccc12 |$_R1;;;;;;;_R2;;;;;;;;;;;;;$|,Backbone,H,OH,-
X2128,COc1cccc(c1)C(=O)CN1CCCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Me_meT,C[C@@H](O)[C@H](N(C)C)C([*])=O |$;;;;;;;;_R2;$|,Backbone,-,OH,-
X2207,OC(=O)CC[C@H](N[*])C(=O)C(F)(F)F |$;;;;;;;_R1;;;;;;$|,Backbone,H,-,-
X2214,O[C@H](N[*])C([*])=O |$;;;_R1;;_R2;$|,Backbone,H,OH,-
X2194,Oc1ccc(C[C@@H](NC(=O)OCc2ccccc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-,OH,-
X2172,COc1ccc(C[C@H](N[C@@H](Cc2ccccc2)C([*])=O)C(=O)CC2(CCC(C)CC2)S[*])cc1 |$;;;;;;;;;;;;;;;;;;_R2;;;;;;;;;;;;;_R3;;$|,Backbone,-,OH,H
X2142,OC[C@H](N[C@@H](Cc1cnc[nH]1)C(O)=O)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2213,NCCCC[C@H](N1Cc2[nH]c3ccccc3c2C[C@H]1C(O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2143,[*]N1CCC[C@H]1C(=O)c1nc2ccccc2s1 |$_R1;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2122,CC(C)(C)[C@H](NC(=O)OC1CCCC1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Me_Tic,CN1Cc2ccccc2C[C@H]1C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
V_OBzl,CC(C)[C@H](N[*])C(=O)OCc1ccccc1 |$;;;;;_R1;;;;;;;;;;$|,Backbone,H,-,-
X1365,CC(C)[C@H](N[*])C(=O)c1nnc(o1)C(C)(C)C |$;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
X1299,COC(=O)[C@@H](N[*])C(c1ccccc1)c1ccccc1 |$;;;;;;_R1;;;;;;;;;;;;;$|,Backbone,H,-,-
X1300,CN(C)C(=N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1443,CC(C)(C)OC(=O)N[C@@H](C1CCCC1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1409,CN(C)[C@H]1C[C@@H]1CC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1326,Brc1c(C[C@@H](N[*])C([*])=O)ccc2ccccc12 |$;;;;;;_R1;;_R2;;;;;;;;;$|,Backbone,H,OH,-
X1381,CC(C)c1cccc(C)c1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1476,Cc1ccc(C[C@H](N[*])C([*])=O)c(C)c1 |$;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X1234,CC(C)(O)[C@H](O)[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1004,COC(=O)CC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X999,OS(=O)(=O)CC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
Boc_K,CC(C)(C)OC(=O)N[C@@H](CCCCN)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X230,CC(C)[C@H](N[*])C=O |$;;;;;_R1;;$|,Backbone,H,-,-
Boc_F,CC(C)(C)OC(=O)N([*])[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X178,CC[C@H](C)[C@H](NC[C@@H](N)CS)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X317,Cn1ccnc1C(=O)[C@H](CCCNC(N)=N)N[*] |$;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X320,[*]NC1(CCNCC1)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone,H,OH,-
X326,CC[C@H](C)[C@H](NC[C@@H](N)Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X262,NC(=N)NCCCN([*])CC([*])=O |$;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
D_Me,CC(=O)[C@H](CC(O)=O)N[*] |$;;;;;;;;;_R1$|,Backbone,H,-,-
X698,COC(=O)C(=O)[C@H](C)N[*] |$;;;;;;;;;_R1$|,Backbone,H,-,-
X507,[*]N[C@@H](Cc1cc2ccccc2[nH]1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X504,"[*]N[C@@H](CCCCNC1=NCCCN1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$,t:8|",Backbone,H,OH,-
X329,CCOC(=O)[C@@H](CCc1ccccc1)N[*] |$;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X270,CN1[C@@H](CC(=O)N(C)C1=O)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X570,Nc1nnc(Nc2ccc(C[C@@H](N[*])C([*])=O)cc2)[nH]1 |$;;;;;;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X344,[*]N[C@@H](Cc1cn(CC=C)cn1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X206,[*]C(=O)Cn1ccc2ccccc2c1=O |$_R2;;;;;;;;;;;;;;$|,Backbone,-,OH,-
dP_OMe,COC(=O)[C@H]1CCCN1[*] |$;;;;;;;;;_R1$|,Backbone,H,-,-
X170,CC(C)(C)C(=O)ONCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X235,CO[C@H](C)[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X307,CCCCNC(=O)N[C@@H](CCSC)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1532,CN[C@H](Cc1c(C)cc(O)cc1C)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1533,CN(C)[C@H](Cc1c(C)cc(O)cc1C)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1540,[*]N[C@@H](CCC#N)C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
X389,OC[C@H](NC(=O)NC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1776,NCCNC(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X921,[*]C(=O)CNCCNS(=O)(=O)c1cccc2cnccc12 |$_R2;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X1845,COc1cc(OC)cc(c1)-c1[nH]c2ccccc2c1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1285,OC[C@H](NCCCCCC[N-][N+]#N)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X983,OP(O)(=O)Oc1ccc(C[C@H](NC(=O)OCc2ccccc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-,OH,-
X196,NC(=N)Nc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1840,[*]N1CCNC[C@H]1C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
X412,N[C@H]([C@@H](O)c1ccc(cc1)N(=O)=O)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
P_MeO,OCC(=O)[C@@H]1CCCN1[*] |$;;;;;;;;;_R1$|,Backbone,H,-,-
R_OBzl,NC(=N)NCCC[C@H](N[*])C(=O)OCc1ccccc1 |$;;;;;;;;;_R1;;;;;;;;;;$|,Backbone,H,-,-
X2557,[*]C(=O)Cn1nc(-c2ccccc2)c2ccccc2c1=O |$_R2;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X2610,CC(C)[C@H](N[*])C(=O)c1nc2cc(ccc2o1)C(=O)ON |$;;;;;_R1;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2660,OC(=O)CCc1cc(C[C@H](N[*])C([*])=O)ccc1O |$;;;;;;;;;;;_R1;;_R2;;;;;$|,Backbone,H,OH,-
X2605,CN([C@H](N[*])C(=O)c1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;_R1;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2620,OC[C@H](NS(=O)(=O)c1cccc2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2666,C[C@@H](OC(=O)[C@H](Cc1ccccc1)N[*])c1ccccc1 |$;;;;;;;;;;;;;;_R1;;;;;;$|,Backbone,H,-,-
X2699,FC(F)C[C@H](N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
X2633,CCOC(=O)c1csc(n1)C(=O)[C@H](CCCNC(N)=N)N[*] |$;;;;;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2536,NCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2309,CC(C)(C)C1CCC(CC(=O)[C@H](Cc2ccc(O)cc2)N[C@@H](Cc2ccccc2)C([*])=O)(CC1)S[*] |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;;;_R3$|,Backbone,-,OH,H
X2304,"CC[C@H](C)[C@@H](N)C1=N[C@H](CS1)C([*])=O |$;;;;;;;;;;;;_R2;$,t:6|",Backbone,-,OH,-
X2391,FC(F)(F)c1cc(C[C@H](N[*])C([*])=O)cc(c1)C(F)(F)F |$;;;;;;;;;;_R1;;_R2;;;;;;;;$|,Backbone,H,OH,-
X2386,C[C@H]1CCC[C@@H](C)N1C(=O)N[C@@H](C1CC1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2364,Oc1ccc(C[C@H](NCCCCC(=O)[C@H](Cc2ccccc2)N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X2427,[*]N[C@@H](Cc1ccccc1)C(=O)c1nc2ccccc2s1 |$_R1;;;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2366,COc1c(O)cc2C[C@H](N([*])Cc2c1O)C([*])=O |$;;;;;;;;;;_R1;;;;;;_R2;$|,Backbone,H,OH,-
X2399,CC(C)[C@H](NCCCCCCCCOC(=O)[C@@H](N)Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2466,CS(=O)(=O)NC[C@H](N[*])C=O |$;;;;;;;;_R1;;$|,Backbone,H,-,-
X2450,[*]N[C@@]1(Cc2ccccc2)CNC1=O |$_R1;;;;;;;;;;;;;$|,Backbone,H,-,-
X2266,CC(C)C[C@H](N[*])C(=O)c1nnc(o1)-c1ccccc1 |$;;;;;;_R1;;;;;;;;;;;;;$|,Backbone,H,-,-
X2282,FC(F)(F)S(=O)(=O)N[C@@H](Cc1ccc(Cl)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2290,NC(=N)C[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X542,Fc1ccc2[nH]cc(C[C@H](N[*])C([*])=O)c2c1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X708,CC1(C)CC[C@@H](N1[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
S_OMe,COC(=O)[C@H](CO)N[*] |$;;;;;;;;_R1$|,Backbone,H,-,-
X972,CC1(C)SC[C@H](N1[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X620,Oc1ccc(cc1)[C@@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X961,CS[C@@H]1CCN([*])[C@H]1C([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X836,COCC[C@@H](N[*])C(O)=O |$;;;;;;_R1;;;$|,Backbone,H,-,-
X837,CNC(=O)N[C@@H](C(c1ccccc1)c1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
EtCO_dW,CCOC(=O)N[C@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X782,CC(C)[C@H](NC(=O)Oc1ccc(F)cc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X576,[*]N[C@@H](Cc1nc2ccccc2[nH]1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X526,COc1ccc(C[C@H](NC(N)=N)C([*])=O)cc1 |$;;;;;;;;;;;;;_R2;;;$|,Backbone,-,OH,-
X454,CCOC(=O)[C@H](CC(C)C)N[*] |$;;;;;;;;;;;_R1$|,Backbone,H,-,-
X463,CCOC(=O)N[C@H](Cc1ccc(OCC)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2855,[*]N[C@@H](Cc1cnc([nH]1)-c1ccc(cc1)-c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2877,"CC(=O)N(CC([*])=O)C(=O)C=Cc1ccccc1 |w:10.9,$;;;;;;_R2;;;;;;;;;;;$|",Backbone,-,OH,-
X3001,"CN1[C@H](C=CC[C@H](N[*])C1=O)C1CCCCC1 |$;;;;;;;;_R1;;;;;;;;$,c:3|",Backbone,H,-,-
X3014,[*]N[C@@H](CCCCNC(=S)Nc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X3026,CCOC(=O)[C@H](CC1CCCCC1)N[*] |$;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X3034,NCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2503,NC(=N)N[C@H]1C[C@@H](N([*])C1)C([*])=O |$;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X2494,[*]N[C@@H](C[C@H]1CCNC1=O)C(=O)c1nccs1 |$_R1;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2513,COC(=O)C[C@H]1CCC[C@H]2CC(=O)N(OCC(=O)[C@H](CC(O)=O)N[*])[C@@H]12 |$;;;;;;;;;;;;;;;;;;;;;;;;_R1;$|,Backbone,H,-,-
X2525,CC(C)C[C@H](NCCOCCOCCOCCOCCOCCOCCOCCOC(C)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X954,COC(=O)CN(C)[*] |$;;;;;;;_R1$|,Backbone,H,-,-
X1657,NC(=N)NCCC[C@@H](NC(=O)NCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X577,OP(O)(=O)C(F)(F)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1569,CCCCCN(CCCCC)[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
