molregno	description	helm_notation	pref_name	chembl_id	structure_type	molecule_type	oral	withdrawn_flag
1546456	NULL	PEPTIDE1{G.K.M.[Tic].G.L.G.K.[Tic].G.L.G.K.[Tic].E.L.M.G.R.[am]}$$$$	NULL	CHEMBL2372005	BOTH	Protein	0	0
1546464	NULL	PEPTIDE1{[ac].G.F.[Tic].G.K.[Tic].G.F.[Tic].G.[dK].[Tic].K.K.K.K.[am]}$$$$	NULL	CHEMBL2372013	BOTH	Protein	0	0
1546465	NULL	PEPTIDE1{[ac].G.F.[Tic].G.G.K.[Tic].G.G.F.[Tic].G.G.K.[Tic].K.K.K.K.[am]}$$$$	NULL	CHEMBL2372014	BOTH	Protein	0	0
1546477	NULL	PEPTIDE1{[X231].S.R.G.D.W.[am]}$$$$	NULL	CHEMBL2372026	BOTH	Protein	0	0
1546478	NULL	PEPTIDE1{W.S.R.G.D.W}$$$$	NULL	CHEMBL2372027	BOTH	Protein	0	0
1546481	NULL	PEPTIDE1{[X144].S.R.G.D.W}$$$$	NULL	CHEMBL2372030	BOTH	Protein	0	0
1546485	NULL	PEPTIDE1{F.S.R.G.D.W}$$$$	NULL	CHEMBL2372034	BOTH	Protein	0	0
1546488	NULL	PEPTIDE1{S.F.R.H.G.V.G.T.G.M.K.K.A.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL2372037	BOTH	Protein	0	0
1546489	NULL	PEPTIDE1{P.W.T}$$$$	NULL	CHEMBL2372038	BOTH	Protein	0	0
1546494	NULL	PEPTIDE1{[X2542].S.R.G.D.W}$$$$	NULL	CHEMBL2372043	BOTH	Protein	0	0
1546495	NULL	PEPTIDE1{[Glp].S.R.G.D.W}$$$$	NULL	CHEMBL2372044	BOTH	Protein	0	0
1546496	NULL	PEPTIDE1{V.P.P.P.V.P.P.R.R.R}$$$$	NULL	CHEMBL2372045	BOTH	Protein	0	0
1546498	NULL	PEPTIDE1{[ac].L.T.Y.A.W.H.T.S.F.K.A.L.R.[dQ].I.K.I.[dW].F.P.N.R.R.[Nle].K.W.K.K}$$$$	NULL	CHEMBL2372047	BOTH	Protein	0	0
1546499	NULL	PEPTIDE1{R.[dQ].I.K.I.[dW].F.P.N.R.R.[Nle].K.W.K.K.L.T.Y.A.W.H.T.S.F.K.A.L}$$$$	NULL	CHEMBL2372048	BOTH	Protein	0	0
1546500	NULL	PEPTIDE1{E.P.Q.[X127].E.E.I.[dP].I.Y.L}$$$$	NULL	CHEMBL2372049	BOTH	Protein	0	0
1546502	NULL	PEPTIDE1{F.G.G.F.T.G.[Iva].R.K.S.A.R.K.L.A.N.Q.[am]}$$$$	NULL	CHEMBL2372051	BOTH	Protein	0	0
1546503	NULL	PEPTIDE1{F.[Dpr].G.[X3].T.G.[Aib].R.K.S.A.R.K.R.K.N.Q.[am]}$$$$	NULL	CHEMBL2372052	BOTH	Protein	0	0
1546507	NULL	PEPTIDE1{P.I.P.V.S.R.E.E.K}$$$$	NULL	CHEMBL2372056	BOTH	Protein	0	0
1546508	APPVSREEK	PEPTIDE1{A.P.P.V.S.R.E.E.K}$$$$	APPVSREEK	CHEMBL2372057	BOTH	Protein	0	0
1546511	NULL	PEPTIDE1{L.T.E.R.H.K.I.L.H.R.L.L.Q.E.G.S.P.S.D}$$$$	NULL	CHEMBL2372060	BOTH	Protein	0	0
1546521	NULL	PEPTIDE1{R.P.K.P.Q.Q.F.F.P.[meF].W.[am]}$$$$	NULL	CHEMBL2372070	BOTH	Protein	0	0
1546522	NULL	PEPTIDE1{R.P.K.P.Q.Q.F.F.P.L.M.[am]}$$$$	NULL	CHEMBL2372071	BOTH	Protein	0	0
1546523	NULL	PEPTIDE1{[X650].G.Y.D.Y.M.[Dpr].W.M.D.F.[am]}$$$$	NULL	CHEMBL2372072	BOTH	Protein	0	0
1546524	NULL	PEPTIDE1{K}|PEPTIDE2{D.[X96].M.[Dpr].W.M.D.F}$PEPTIDE2,PEPTIDE1,8:R2-1:R1|PEPTIDE2,PEPTIDE1,4:R3-1:R2$$$	NULL	CHEMBL2372073	BOTH	Protein	0	0
1546525	NULL	PEPTIDE1{A}|PEPTIDE2{D.[X96].M.[Dpr].W.M.D.F}$PEPTIDE2,PEPTIDE1,8:R2-1:R1|PEPTIDE2,PEPTIDE1,4:R3-1:R2$$$	NULL	CHEMBL2372074	BOTH	Protein	0	0
1546526	NULL	PEPTIDE1{G}|PEPTIDE2{D.[X96].M.[Dpr].W.M.D.F}$PEPTIDE2,PEPTIDE1,8:R2-1:R1|PEPTIDE2,PEPTIDE1,4:R3-1:R2$$$	NULL	CHEMBL2372075	BOTH	Protein	0	0
1546528	NULL	PEPTIDE1{D.[X96].M.[Dpr].W.M.D.[X536].G}$PEPTIDE1,PEPTIDE1,4:R3-9:R2$$$	NULL	CHEMBL2372077	BOTH	Protein	0	0
1546529	NULL	PEPTIDE1{D.[X96].M.[Dpr].W.M.D.[X2375].G}$PEPTIDE1,PEPTIDE1,4:R3-9:R2$$$	NULL	CHEMBL2372078	BOTH	Protein	0	0
1546530	NULL	PEPTIDE1{D.[X96].M.[Dpr]}|PEPTIDE2{W.M.D.[X2593].G}$PEPTIDE1,PEPTIDE2,4:R2-1:R1|PEPTIDE1,PEPTIDE2,4:R3-5:R2$$$	NULL	CHEMBL2372079	BOTH	Protein	0	0
1546531	NULL	PEPTIDE1{D.[X96].M.[Dpr].W.M.D.[X2257].G}$PEPTIDE1,PEPTIDE1,4:R3-9:R2$$$	NULL	CHEMBL2372080	BOTH	Protein	0	0
1546532	NULL	PEPTIDE1{D.[X96].M.[Dpr].W}|PEPTIDE2{M.D.A.G}$PEPTIDE1,PEPTIDE2,5:R2-1:R1|PEPTIDE1,PEPTIDE2,4:R3-4:R2$$$	NULL	CHEMBL2372081	BOTH	Protein	0	0
1546534	NULL	PEPTIDE1{I.V.T.A.R.T.P.V.H.F.F.A.N}$PEPTIDE1,PEPTIDE1,13:R2-1:R1$$$	NULL	CHEMBL2372083	BOTH	Protein	0	0
1546535	NULL	PEPTIDE1{F.R.N.I.V.T.A.R.T.P.V.H.F}$PEPTIDE1,PEPTIDE1,13:R2-1:R1$$$	NULL	CHEMBL2372084	BOTH	Protein	0	0
1546542	NULL	PEPTIDE1{[ac].G.F.[Tic].G.K.[Tic].G.F.[Tic].G.K.[Tic].K.K.K.K.[am]}$$$$	NULL	CHEMBL2372091	BOTH	Protein	0	0
1546556	NULL	PEPTIDE1{[ac].Y.C.D.P.C}$PEPTIDE1,PEPTIDE1,6:R3-3:R3$$$	NULL	CHEMBL2372105	BOTH	Protein	0	0
1546559	NULL	PEPTIDE1{[X651].H.Q.M.F.Y.Y.[X603].[am]}$$$$	NULL	CHEMBL2372108	BOTH	Protein	0	0
1546560	NULL	PEPTIDE1{[X651].L.D.N.K.M.I.F.W.Y.[X73].[am]}$$$$	NULL	CHEMBL2372109	BOTH	Protein	0	0
1546562	NULL	PEPTIDE1{[X651].[Hph].D.E.P.L.E.[X73].[am]}$$$$	NULL	CHEMBL2372111	BOTH	Protein	0	0
1546563	NULL	PEPTIDE1{[X1654].Y.D.E.P.L.E.[X73].[am]}$$$$	NULL	CHEMBL2372112	BOTH	Protein	0	0
1546564	NULL	PEPTIDE1{[X755].Y.D.E.P.L.E.[X73].[am]}$$$$	NULL	CHEMBL2372113	BOTH	Protein	0	0
1546566	NULL	PEPTIDE1{[X1310].Y.D.E.P.L.E.[X73].[am]}$$$$	NULL	CHEMBL2372115	BOTH	Protein	0	0
1546567	NULL	PEPTIDE1{[X479].Y.D.E.P.L.E.[X73].[am]}$$$$	NULL	CHEMBL2372116	BOTH	Protein	0	0
1546568	NULL	PEPTIDE1{S.[X1153].R.N.G.V.G.T.G.M.K.K.T.S.F.Q.R.A.K.S}$$$$	NULL	CHEMBL2372117	BOTH	Protein	0	0
1546569	NULL	PEPTIDE1{E.V.N.L.A.A.E.F}$$$$	NULL	CHEMBL2372118	BOTH	Protein	0	0
1546570	NULL	PEPTIDE1{E.L.D.L.A.V.E.F}$$$$	NULL	CHEMBL2372119	BOTH	Protein	0	0
1546571	NULL	PEPTIDE1{C.V.V.Q.D.W.G.H.H.R.C}$PEPTIDE1,PEPTIDE1,11:R3-1:R3$$$	NULL	CHEMBL2372120	BOTH	Protein	0	0
1546572	NULL	PEPTIDE1{C.V.V.Q.D.W.G.H.H.R.C.[am]}$PEPTIDE1,PEPTIDE1,11:R3-1:R3$$$	NULL	CHEMBL2372121	BOTH	Protein	0	0
1546573	NULL	PEPTIDE1{[ac].I.C.V.[1-Nal].Q.D.W.G.A.H.R.C.T}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL2372122	BOTH	Protein	0	0
1546574	NULL	PEPTIDE1{I.C.V.[X345].Q.D.W.G.A.H.R.C.T}$PEPTIDE1,PEPTIDE1,12:R3-2:R3$$$	NULL	CHEMBL2372123	BOTH	Protein	0	0
1546575	NULL	PEPTIDE1{[ac].I.C.V.[X374].Q.D.W.G.A.H.R.C.T}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL2372124	BOTH	Protein	0	0
1546576	NULL	PEPTIDE1{[ac].I.C.V.[X345].Q.D.W.G.A.H.R.C.T.[am]}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL2372125	BOTH	Protein	0	0
1546577	NULL	PEPTIDE1{[ac].I.C.V.[X374].Q.D.W.G.A.H.R.C.T.[am]}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL2372126	BOTH	Protein	0	0
1546578	NULL	PEPTIDE1{[ac].I.C.V.[X613].Q.D.W.G.A.H.R.C.T.[am]}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL2372127	BOTH	Protein	0	0
1546579	NULL	PEPTIDE1{[ac].I.C.V.[Cha].Q.D.W.G.A.H.R.C.T.[am]}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL2372128	BOTH	Protein	0	0
1546580	NULL	PEPTIDE1{[ac].I.C.V.W.Q.D.W.G.[Abu].H.R.C.T.[am]}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL2372129	BOTH	Protein	0	0
1546581	NULL	PEPTIDE1{[ac].I.C.V.[1-Nal].Q.D.W.G.A.H.R.C.T.[am]}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL2372130	BOTH	Protein	0	0
1546582	NULL	PEPTIDE1{[ac].I.M.M.F.K.V.R.R.K.[am]}$$$$	NULL	CHEMBL2372131	BOTH	Protein	0	0
1546587	NULL	PEPTIDE1{R.P.P.G.D.S.P.F.R}$$$$	NULL	CHEMBL2372136	BOTH	Protein	0	0
1546588	NULL	PEPTIDE1{R.P.P.G.[X949].S.P.F.R}$$$$	NULL	CHEMBL2372137	BOTH	Protein	0	0
1546589	NULL	PEPTIDE1{R.P.P.G.[X652].S.P.F.R}$$$$	NULL	CHEMBL2372138	BOTH	Protein	0	0
1546590	NULL	PEPTIDE1{R.P.P.G.[Phe(4-NH2)].S.P.F}$$$$	NULL	CHEMBL2372139	BOTH	Protein	0	0
1546591	NULL	PEPTIDE1{R.P.P.G.[X149].S.P.F}$$$$	NULL	CHEMBL2372140	BOTH	Protein	0	0
1546592	NULL	PEPTIDE1{R.P.P.G.F.S.P.[Phe(4-NH2)]}$$$$	NULL	CHEMBL2372141	BOTH	Protein	0	0
1546593	NULL	PEPTIDE1{R.P.P.G.[Cha].S.P.F.R}$$$$	NULL	CHEMBL2372142	BOTH	Protein	0	0
1546594	NULL	PEPTIDE1{[Cbz_A].V.L.[X679]}$$$$	NULL	CHEMBL2372143	BOTH	Protein	0	0
1546595	NULL	PEPTIDE1{R.P.P.G.[X172].S.P.F.R}$$$$	NULL	CHEMBL2372144	BOTH	Protein	0	0
1546596	NULL	PEPTIDE1{R.P.P.G.Y.S.P.F.R}$$$$	NULL	CHEMBL2372145	BOTH	Protein	0	0
1546597	NULL	PEPTIDE1{R.P.P.G.[X172].S.P.F}$$$$	NULL	CHEMBL2372146	BOTH	Protein	0	0
1546598	NULL	PEPTIDE1{R.P.P.G.L.S.P.F}$$$$	NULL	CHEMBL2372147	BOTH	Protein	0	0
1546599	NULL	PEPTIDE1{R.P.P.G.A.S.P.F.R}$$$$	NULL	CHEMBL2372148	BOTH	Protein	0	0
1546600	NULL	PEPTIDE1{R.P.P.G.L.S.P.F.R}$$$$	NULL	CHEMBL2372149	BOTH	Protein	0	0
1546601	NULL	PEPTIDE1{R.P.P.G.F.S.P.A}$$$$	NULL	CHEMBL2372150	BOTH	Protein	0	0
1546602	NULL	PEPTIDE1{R.P.P.G.Y.S.P.F}$$$$	NULL	CHEMBL2372151	BOTH	Protein	0	0
1546603	NULL	PEPTIDE1{R.P.P.G.F.S.P.[Cha].R}$$$$	NULL	CHEMBL2372152	BOTH	Protein	0	0
1546604	NULL	PEPTIDE1{R.P.P.G.F.S.P.[X172].R}$$$$	NULL	CHEMBL2372153	BOTH	Protein	0	0
1546605	NULL	PEPTIDE1{R.P.P.G.F.S.P.Y.R}$$$$	NULL	CHEMBL2372154	BOTH	Protein	0	0
1546606	NULL	PEPTIDE1{R.P.P.G.F.S.P.[Cha]}$$$$	NULL	CHEMBL2372155	BOTH	Protein	0	0
1546607	NULL	PEPTIDE1{R.P.P.G.F.S.P.[X33].R}$$$$	NULL	CHEMBL2372156	BOTH	Protein	0	0
1546608	NULL	PEPTIDE1{R.P.P.G.[X757].S.P.F.R}$$$$	NULL	CHEMBL2372157	BOTH	Protein	0	0
1546609	NULL	PEPTIDE1{R.P.P.G.[X757].S.P.F}$$$$	NULL	CHEMBL2372158	BOTH	Protein	0	0
1546610	NULL	PEPTIDE1{R.P.P.G.[X652].S.P.F}$$$$	NULL	CHEMBL2372159	BOTH	Protein	0	0
1546611	NULL	PEPTIDE1{R.P.P.G.[X33].S.P.F}$$$$	NULL	CHEMBL2372160	BOTH	Protein	0	0
1546612	NULL	PEPTIDE1{R.P.P.G.F.S.P.D}$$$$	NULL	CHEMBL2372161	BOTH	Protein	0	0
1546613	NULL	PEPTIDE1{R.P.P.G.F.S.P.[X172]}$$$$	NULL	CHEMBL2372162	BOTH	Protein	0	0
1546614	NULL	PEPTIDE1{R.P.P.G.F.S.P.Y}$$$$	NULL	CHEMBL2372163	BOTH	Protein	0	0
1546615	NULL	PEPTIDE1{R.P.P.G.F.S.P.[X757].R}$$$$	NULL	CHEMBL2372164	BOTH	Protein	0	0
1546616	NULL	PEPTIDE1{R.P.P.G.F.S.P.[Phe(4-NH2)].R}$$$$	NULL	CHEMBL2372165	BOTH	Protein	0	0
1546617	NULL	PEPTIDE1{R.P.P.G.F.S.P.D.R}$$$$	NULL	CHEMBL2372166	BOTH	Protein	0	0
1546618	NULL	PEPTIDE1{R.P.P.G.F.S.P.[X949].R}$$$$	NULL	CHEMBL2372167	BOTH	Protein	0	0
1546619	NULL	PEPTIDE1{R.P.P.G.F.S.P.[X652].R}$$$$	NULL	CHEMBL2372168	BOTH	Protein	0	0
1546620	NULL	PEPTIDE1{R.P.P.G.F.S.P.A.R}$$$$	NULL	CHEMBL2372169	BOTH	Protein	0	0
1546621	NULL	PEPTIDE1{R.P.P.G.F.S.P.L.R}$$$$	NULL	CHEMBL2372170	BOTH	Protein	0	0
1546623	NULL	PEPTIDE1{R.P.P.G.[Phe(4-NH2)].S.P.F.R}$$$$	NULL	CHEMBL2372172	BOTH	Protein	0	0
1546624	NULL	PEPTIDE1{R.P.P.G.[X33].S.P.F.R}$$$$	NULL	CHEMBL2372173	BOTH	Protein	0	0
1546625	NULL	PEPTIDE1{R.P.P.G.F.S.P.[X33]}$$$$	NULL	CHEMBL2372174	BOTH	Protein	0	0
1546626	NULL	PEPTIDE1{R.P.P.G.D.S.P.F}$$$$	NULL	CHEMBL2372175	BOTH	Protein	0	0
1546628	NULL	PEPTIDE1{[Aib].R.V.[meY].I.H.P.I}$$$$	NULL	CHEMBL2372177	BOTH	Protein	0	0
1546629	NULL	PEPTIDE1{[Me_Aib].R.V.[meY].I.H.P.I}$$$$	NULL	CHEMBL2372178	BOTH	Protein	0	0
1546630	NULL	PEPTIDE1{R.P.P.G.F.S.P.[X652]}$$$$	NULL	CHEMBL2372179	BOTH	Protein	0	0
1546631	NULL	PEPTIDE1{R.P.P.G.F.S.P.[X757]}$$$$	NULL	CHEMBL2372180	BOTH	Protein	0	0
1546632	NULL	PEPTIDE1{R.P.P.G.A.S.P.F}$$$$	NULL	CHEMBL2372181	BOTH	Protein	0	0
1546633	NULL	PEPTIDE1{R.P.P.G.[Cha].S.P.F}$$$$	NULL	CHEMBL2372182	BOTH	Protein	0	0
1546640	NULL	PEPTIDE1{[ac].W.V.T.H.[Cit].L.A.G.L.L.S.[Cit].S.G.G.V.V.[X37].K.N.F.V.P.T.D.V.G.[X232].F.A.F.[am]}$$$$	NULL	CHEMBL2372189	BOTH	Protein	0	0
1546641	NULL	PEPTIDE1{[ac].W.V.T.H.[Cit].L.A.G.L.L.S.[Cit].S.G.G.V.V.[X37].K.N.F.V.P.T.D.V.G.P.[X345].A.F.[am]}$$$$	NULL	CHEMBL2372190	BOTH	Protein	0	0
1546642	NULL	PEPTIDE1{[ac].W.V.T.H.[Cit].L.A.G.L.L.S.[Cit].S.G.G.V.V.[X37].K.N.F.V.P.T.D.V.G.P.[X232].A.F.[am]}$$$$	NULL	CHEMBL2372191	BOTH	Protein	0	0
1546646	NULL	PEPTIDE1{Y.A.G.F.[Tle].[am]}$$$$	NULL	CHEMBL2372195	BOTH	Protein	0	0
1546647	NULL	PEPTIDE1{[dL]}|PEPTIDE2{Y.[dK].G.F}$PEPTIDE2,PEPTIDE1,4:R2-1:R1|PEPTIDE2,PEPTIDE1,2:R3-1:R2$$$	NULL	CHEMBL2372196	BOTH	Protein	0	0
1546648	NULL	PEPTIDE1{Y.[dA].G.F.L.[am]}$$$$	NULL	CHEMBL2372197	BOTH	Protein	0	0
1546649	NULL	PEPTIDE1{Y.[dAbu].G.F.L.[am]}$$$$	NULL	CHEMBL2372198	BOTH	Protein	0	0
1546650	NULL	PEPTIDE1{Y.[dNva].G.F.L.[am]}$$$$	NULL	CHEMBL2372199	BOTH	Protein	0	0
1546651	NULL	PEPTIDE1{F}|PEPTIDE2{Y.[dK].G}$PEPTIDE2,PEPTIDE1,3:R2-1:R1|PEPTIDE2,PEPTIDE1,2:R3-1:R2$$$	NULL	CHEMBL2372200	BOTH	Protein	0	0
1546652	NULL	PEPTIDE1{L}|PEPTIDE2{Y.[dOrn].G.F}$PEPTIDE2,PEPTIDE1,4:R2-1:R1|PEPTIDE2,PEPTIDE1,2:R3-1:R2$$$	NULL	CHEMBL2372201	BOTH	Protein	0	0
1546653	NULL	PEPTIDE1{L}|PEPTIDE2{Y.[dDpr].G.F}$PEPTIDE2,PEPTIDE1,4:R2-1:R1|PEPTIDE2,PEPTIDE1,2:R3-1:R2$$$	NULL	CHEMBL2372202	BOTH	Protein	0	0
1546654	NULL	PEPTIDE1{L}|PEPTIDE2{Y.[dDab].G.[dF]}$PEPTIDE2,PEPTIDE1,4:R2-1:R1|PEPTIDE2,PEPTIDE1,2:R3-1:R2$$$	NULL	CHEMBL2372203	BOTH	Protein	0	0
1546658	NULL	PEPTIDE1{L}|PEPTIDE2{Y.[dK].G.F}$PEPTIDE2,PEPTIDE1,4:R2-1:R1|PEPTIDE2,PEPTIDE1,2:R3-1:R2$$$	NULL	CHEMBL2372207	BOTH	Protein	0	0
1546659	NULL	PEPTIDE1{Y.[dPen].F.E.[Pen].V.G.[am]}$PEPTIDE1,PEPTIDE1,5:R3-2:R3$$$	NULL	CHEMBL2372208	BOTH	Protein	0	0
1546660	NULL	PEPTIDE1{Y.[dPen].F.H.[Pen].[Nle].D}$PEPTIDE1,PEPTIDE1,5:R3-2:R3$$$	NULL	CHEMBL2372209	BOTH	Protein	0	0
1546661	NULL	PEPTIDE1{Y.[dNle].G.F.L.[am]}$$$$	NULL	CHEMBL2372210	BOTH	Protein	0	0
1546663	NULL	PEPTIDE1{Y.[dPen].F.D.[Pen].[Nle].G.[am]}$PEPTIDE1,PEPTIDE1,5:R3-2:R3$$$	NULL	CHEMBL2372212	BOTH	Protein	0	0
1546664	NULL	PEPTIDE1{Y.[dPen].F.S.[Pen].V.G.[am]}$PEPTIDE1,PEPTIDE1,5:R3-2:R3$$$	NULL	CHEMBL2372213	BOTH	Protein	0	0
1546665	NULL	PEPTIDE1{Y.[dPen].F.H.[Pen].[Nle].D.[am]}$PEPTIDE1,PEPTIDE1,5:R3-2:R3$$$	NULL	CHEMBL2372214	BOTH	Protein	0	0
1546666	NULL	PEPTIDE1{F.E.T.A.V}$$$$	NULL	CHEMBL2372215	BOTH	Protein	0	0
1546667	NULL	PEPTIDE1{[X653].T.A.V}$$$$	NULL	CHEMBL2372216	BOTH	Protein	0	0
1546668	NULL	PEPTIDE1{[X150].T.A.V}$$$$	NULL	CHEMBL2372217	BOTH	Protein	0	0
1546669	NULL	PEPTIDE1{[X1221].T.A.V}$$$$	NULL	CHEMBL2372218	BOTH	Protein	0	0
1546670	NULL	PEPTIDE1{[X758].T.A.V}$$$$	NULL	CHEMBL2372219	BOTH	Protein	0	0
1546671	NULL	PEPTIDE1{[X1222].T.A.V}$$$$	NULL	CHEMBL2372220	BOTH	Protein	0	0
1546672	NULL	PEPTIDE1{[X759].T.A.V}$$$$	NULL	CHEMBL2372221	BOTH	Protein	0	0
1546673	NULL	PEPTIDE1{[X151].T.A.V}$$$$	NULL	CHEMBL2372222	BOTH	Protein	0	0
1546674	NULL	PEPTIDE1{[X950].T.A.V}$$$$	NULL	CHEMBL2372223	BOTH	Protein	0	0
1546675	NULL	PEPTIDE1{C.[dD].G.L.G.[Hyp].N.C.[am]}$PEPTIDE1,PEPTIDE1,8:R3-1:R3$$$	NULL	CHEMBL2372224	BOTH	Protein	0	0
1546676	NULL	PEPTIDE1{C.[dD].G.[X347].G.[Hyp].N.C.[am]}$PEPTIDE1,PEPTIDE1,8:R3-1:R3$$$	NULL	CHEMBL2372225	BOTH	Protein	0	0
1546677	NULL	PEPTIDE1{C.[dD].G.[X347].G.[Hyp].[Hse].C.[am]}$PEPTIDE1,PEPTIDE1,8:R3-1:R3$$$	NULL	CHEMBL2372226	BOTH	Protein	0	0
1546678	NULL	PEPTIDE1{C.[dD].G.[X347].G.[Hyp].T.C.[am]}$PEPTIDE1,PEPTIDE1,8:R3-1:R3$$$	NULL	CHEMBL2372227	BOTH	Protein	0	0
1546679	NULL	PEPTIDE1{C.[dD].G.[Phe(3-Cl)].G.[Hyp].T.C.[am]}$PEPTIDE1,PEPTIDE1,8:R3-1:R3$$$	NULL	CHEMBL2372228	BOTH	Protein	0	0
1546680	NULL	PEPTIDE1{C.[dD].G.[Cha].G.[Hyp].[Hph].C.[am]}$PEPTIDE1,PEPTIDE1,8:R3-1:R3$$$	NULL	CHEMBL2372229	BOTH	Protein	0	0
1546683	NULL	PEPTIDE1{K.L.K.[dY].P.V.K.L.Y.P.V}$PEPTIDE1,PEPTIDE1,11:R2-1:R1$$$	NULL	CHEMBL2372232	BOTH	Protein	0	0
1546684	NULL	PEPTIDE1{P.V.K.L.[dY].P.K.V.K.L.[dY]}$PEPTIDE1,PEPTIDE1,11:R2-1:R1$$$	NULL	CHEMBL2372233	BOTH	Protein	0	0
1546696	NULL	PEPTIDE1{R.R.L.E.E.E.E.E.A.[X1312].G}$$$$	NULL	CHEMBL2372245	BOTH	Protein	0	0
1546699	NULL	PEPTIDE1{R.[Abu].[lalloT].[X19].S.I.P.P.I.[Abu].F.P.D.G}$PEPTIDE1,PEPTIDE1,14:R2-1:R1$$$	NULL	CHEMBL2372248	BOTH	Protein	0	0
1546712	NULL	PEPTIDE1{[ac].N.R.V.Y.I.H.[dP].[X152]}$$$$	NULL	CHEMBL2372261	BOTH	Protein	0	0
1546713	NULL	PEPTIDE1{[ac].N.R.V.Y.I.H.[dP].[X1223]}$$$$	NULL	CHEMBL2372262	BOTH	Protein	0	0
1546721	NULL	PEPTIDE1{T.P.R.A.R.R.R.K.K.R.Y.[am]}$$$$	NULL	CHEMBL2372270	BOTH	Protein	0	0
1546722	NULL	PEPTIDE1{T.P.Q.R.[Abu].R.R.R.K.K.R.G}$$$$	NULL	CHEMBL2372271	BOTH	Protein	0	0
1546724	NULL	PEPTIDE1{[ac].N.R.V.Y.I.H.[dP].[X1010]}$$$$	NULL	CHEMBL2372273	BOTH	Protein	0	0
1546726	NULL	PEPTIDE1{R.P.P.G.F.[X2376].[dR]}$$$$	NULL	CHEMBL2372275	BOTH	Protein	0	0
1546727	NULL	PEPTIDE1{R.[dF].R.P.P.G.F.[X2087].[dR]}$$$$	NULL	CHEMBL2372276	BOTH	Protein	0	0
1546733	NULL	PEPTIDE1{Q.R.F.[Pen].T.G.H.[Hph].G.[Sar].[meL].Y.P.C}$$$$	NULL	CHEMBL2372282	BOTH	Protein	0	0
1546734	NULL	PEPTIDE1{R.R.[dP].[dHyp].G.F.S.[dTic].[X153].R}$$$$	NULL	CHEMBL2372283	BOTH	Protein	0	0
1546737	NULL	PEPTIDE1{G.[X654].E}$$$$	NULL	CHEMBL2372286	BOTH	Protein	0	0
1546739	NULL	PEPTIDE1{F.[Tle].I.G.R.L}$$$$	NULL	CHEMBL2372288	BOTH	Protein	0	0
1546745	NULL	PEPTIDE1{[ac].W.[X951].D.F.[am]}$$$$	NULL	CHEMBL2372294	BOTH	Protein	0	0
1546761	NULL	PEPTIDE1{Y.[dPen].G.[X417].C.F}$PEPTIDE1,PEPTIDE1,5:R3-2:R3$$$	NULL	CHEMBL2372310	BOTH	Protein	0	0
1546764	NULL	PEPTIDE1{K.[X1314].T.A.A.A.K.F.E.R.Q.H.[Nle].D.S}$$$$	NULL	CHEMBL2372313	BOTH	Protein	0	0
1546765	NULL	PEPTIDE1{Y.[dPen].G.[X291].C.F}$PEPTIDE1,PEPTIDE1,5:R3-2:R3$$$	NULL	CHEMBL2372314	BOTH	Protein	0	0
1546769	NULL	PEPTIDE1{F.L.[P_OMe]}$$$$	NULL	CHEMBL2372318	BOTH	Protein	0	0
1546772	NULL	PEPTIDE1{K.E.T.A.A.A.K.F.E.R.Q.H.[Nle].D.S}$$$$	NULL	CHEMBL2372321	BOTH	Protein	0	0
1546773	NULL	PEPTIDE1{K.E.T.A.A.A.K.F.E.R.Q.H.[Nle].[X1313].S}$$$$	NULL	CHEMBL2372322	BOTH	Protein	0	0
1546774	NULL	PEPTIDE1{[X154].E.T.A.A.A.K.F.E.R.Q.H.[Nle].D.S}$$$$	NULL	CHEMBL2372323	BOTH	Protein	0	0
1546776	NULL	PEPTIDE1{K.E.T.A.A.A.[X154].F.E.R.Q.H.[Nle].D.S}$$$$	NULL	CHEMBL2372325	BOTH	Protein	0	0
1546777	NULL	PEPTIDE1{K.E.T.A.A.A.K.F.[X1314].R.Q.H.[Nle].D.S}$$$$	NULL	CHEMBL2372326	BOTH	Protein	0	0
1546778	NULL	PEPTIDE1{Y.[dPen].G.[X3].C.F}$PEPTIDE1,PEPTIDE1,5:R3-2:R3$$$	NULL	CHEMBL2372327	BOTH	Protein	0	0
1546779	NULL	PEPTIDE1{Y.[dPen].G.[Phe(4-Cl)].C.F}$PEPTIDE1,PEPTIDE1,5:R3-2:R3$$$	NULL	CHEMBL2372328	BOTH	Protein	0	0
1546780	NULL	PEPTIDE1{Y.[dPen].G.F.C}$PEPTIDE1,PEPTIDE1,5:R3-2:R3$$$	NULL	CHEMBL2372329	BOTH	Protein	0	0
